or_crc||or_nom||or_id||or_dpt||or_nat||or_typ||typ_code
29||SYNDICAT INTERCOMMUNAL POUR LE RAMASSAGE ET LE TRAITEMENT DES ORDURES MENAGERES DE LA VALLEE DE LA GROSNE||586||71||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
29||SYNDICAT INTERCOMMUNAL SCOLAIRE DE L'HOSPITAL DU GROSBOIS CHARBONNIERES LES SAPINS||4569||25||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
29||SYNDICAT MIXTE DE TRANSPORT ET DE TRAITEMENT DES EAUX USEES (SYTTEAU)||4584||25||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
29||SYNDICAT MIXTE DES TROIS VILLAGES||1115||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
29||SYNDICAT MIXTE "DOUBS TRES HAUT DEBIT"||7624||25||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
29||SYNDICAT MIXTE DU MUSEE DE PLEIN AIR DES MAISONS COMTOISES DE NANCRAY||4609||25||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
29||SYNDICAT MIXTE DU PARC NATUREL REGIONAL DU MORVAN||1103||58||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
29||SYNDICAT POUR L'ASSAINISSEMENT DE GUERCHY - LADUZ - NEUILLY - VILLEMER||370||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32|| AFUA LA VICTOIRE A HOUDAIN||9299||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Association Foncière Urbaine||0436-20
32||AUCHY LES HESDIN||1792||62||Commune||Commune / BP||0101-00
32||BAILLEUL SIRE BERTHOULT||2318||62||Commune||Commune / BP||0101-00
32||BEAUVOIS EN CAMBRESIS||783||59||Commune||Commune / BP||0101-00
32||BERGUES||1137||59||Commune||Commune / BP||0101-00
32||BLESSY||2610||62||Commune||Commune / BP||0101-00
32||BOUSSIERES SUR SAMBRE||598||59||Commune||Commune / BP||0101-00
32||BRUILLE LEZ MARCHIENNES||1122||59||Commune||Commune / BP||0101-00
32||CAMIERS||1915||62||Commune||Commune / BP||0101-00
32||CCAS de GUYENCOURT||10819||02||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
32||CCAS DE TOURCOING||437||59||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
32||CENTRE COMMUNAL D'ACTION SOCIALE DE CREPY-EN-VALOIS||6491||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
32||CENTRE COMMUNAL D'ACTION SOCIALE DE LILLE (SECTION LILLOISE DU CCAS DE LILLE)||241||59||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
32||CENTRE COMMUNAL D'ACTION SOCIALE DE LONGUENESSE||2926||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
32||CENTRE HOSPITALIER D'AVESNES SUR HELPE||499||59||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
32||CENTRE HOSPITALIER DE BEAUVAIS||5684||60||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
32||CENTRE HOSPITALIER DE CHAUNY||4690||02||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
32||CENTRE HOSPITALIER DE DOULLENS||7155||80||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
32||CENTRE HOSPITALIER DE HENIN BEAUMONT||2496||62||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
32||CENTRE HOSPITALIER DE LE CATEAU||819||59||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
32||CENTRE HOSPITALIER DE PONT-SAINTE-MAXENCE||6621||60||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
32||CENTRE HOSPITALIER DE SAINT-QUENTIN||5169||02||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
32||CENTRE HOSPITALIER (EPSM) DE L'AGGLOMERATION LILLOISE (SAINT ANDRE)||3755||59||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Spécialisés (Budget Principal)||0504-00
32||CENTRE HOSPITALIER INTERCOMMUNAL DE LA BAIE DE SOMME-CHIBS (fusion CH Rue et St Valery)||10319||80||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
32||CENTRE HOSPITALIER INTERDEPARTEMENTAL DE CLERMONT||5803||60||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Spécialisés (Budget Principal)||0504-00
32||CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE (CHRU) DE LILLE||248||59||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Régionaux (Budget Principal)||0502-00
32||CENTRE HOSPITALIER SPECIALISE DE DURY "PHILIPPE PINEL"||6945||80||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Spécialisés (Budget Principal)||0504-00
32||CHAMBRE REGIONALE DE METIERS ET DE L'ARTISANAT DES HAUTS DE FRANCE||10600||59||Organisme d'état ne relevant pas de la comptabilité publique||Chambre des Métiers||1420-00
32||COMMUNAUTE AGGLOMERATION VALENCIENNES METROPOLE||3859||59||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
32||COMMUNAUTE D'AGGLOMERATION AMIENS METROPOLE||6942||80||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
32||COMMUNAUTE D'AGGLOMERATION DE LA REGION DE SAINT-OMER ( CASO )||3032||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
32||COMMUNAUTE D'AGGLOMERATION DE LENS-LIEVIN (CALL)||2572||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
32||COMMUNAUTE DE COMMUNES  DU SUD-OUEST AMIENOIS (CCSOA)||8465||80||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES DE LA REGION DE GUISE||5001||02||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES DE LA THIERACHE DU CENTRE||4189||02||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES DE L'AVRE, LUCE ET MOREUIL||7297||80||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES DES VALLEES BRECHE ET NOYE||5884||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES DES VALLONS D'ANIZY||8286||02||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES DU CANTON D'HUCQUELIERS||3848||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES DU PAYS DE LUMBRES||3744||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES DU PAYS DE VALOIS||8318||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES DU VAL DE NOYE||6875||80||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES PIERRE SUD OISE||8470||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||COMMUNAUTE DE COMMUNES VAL DE CANCHE ET AUTHIE A BEAURAINVILLE||3889||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||Commune d'ACHICOURT||2244||62||Commune||Commune / BP||0101-00
32||Commune d'Agny||2245||62||Commune||Commune / BP||0101-00
32||Commune d'AILLY-SUR-NOYE||6851||80||Commune||Commune / BP||0101-00
32||Commune d'ANNOEULLIN||6||59||Commune||Commune / BP||0101-00
32||Commune d'ARRAS||1522||62||Commune||Commune / BP||0101-00
32||Commune de BAILLEUL||7711||80||Commune||Commune / BP||0101-00
32||Commune de BEAUMONT-EN-BEINE||4656||02||Commune||Commune / BP||0101-00
32||Commune de BEAURAINS||2248||62||Commune||Commune / BP||0101-00
32||Commune de BETHUNE||2408||62||Commune||Commune / BP||0101-00
32||Commune de BEUVRY||3853||62||Commune||Commune / BP||0101-00
32||Commune de CALAIS||2696||62||Commune||Commune / BP||0101-00
32||Commune de CAUDRY||825||59||Commune||Commune / BP||0101-00
32||Commune de CHATEAU-THIERRY||4770||02||Commune||Commune / BP||0101-00
32||Commune de CHAUDARDES||4619||02||Commune||Commune / BP||0101-00
32||Commune de COMPIEGNE||6119||60||Commune||Commune / BP||0101-00
32||Commune de CONDREN||4662||02||Commune||Commune / BP||0101-00
32||Commune de CREPY-EN-VALOIS||6460||60||Commune||Commune / BP||0101-00
32||Commune de CRISOLLES||6172||60||Commune||Commune / BP||0101-00
32||Commune de CUCQ||2307||62||Commune||Commune / BP||0101-00
32||Commune de DENAIN||1376||59||Commune||Commune / BP||0101-00
32||Commune de FONTAINE-LES-CLERCS||5116||02||Commune||Commune / BP||0101-00
32||Commune de FRIERES-FAILLOUEL||4663||02||Commune||Commune / BP||0101-00
32||Commune de GAUCHY||5119||02||Commune||Commune / BP||0101-00
32||Commune de GOINCOURT||5640||60||Commune||Commune / BP||0101-00
32||Commune de GRAND FORT PHILIPPE||1233||59||Commune||Commune / BP||0101-00
32||Commune de GRAVELINES||1234||59||Commune||Commune / BP||0101-00
32||Commune de GUYENCOURT||4624||02||Commune||Commune / BP||0101-00
32||Commune de HANGEST-EN-SANTERRE||7285||80||Commune||Commune / BP||0101-00
32||Commune de HEM||218||59||Commune||Commune / BP||0101-00
32||Commune de HERSIN COUPIGNY||2505||62||Commune||Commune / BP||0101-00
32||Commune de LAMORLAYE||6436||60||Commune||Commune / BP||0101-00
32||Commune de LAON||4358||02||Commune||Commune / BP||0101-00
32||Commune de LAUCOURT||7485||80||Commune||Commune / BP||0101-00
32||Commune de LE FRESTOY-VAUX||6240||60||Commune||Commune / BP||0101-00
32||Commune de LE PORTEL||2709||62||Commune||Commune / BP||0101-00
32||Commune de LE QUESNOY||700||59||Commune||Commune / BP||0101-00
32||Commune de L'ETOILE||7175||80||Commune||Commune / BP||0101-00
32||Commune de LINSELLES||146||59||Commune||Commune / BP||0101-00
32||Commune de LONGUENESSE||2914||62||Commune||Commune / BP||0101-00
32||Commune de LOOS||160||59||Commune||Commune / BP||0101-00
32||Commune de LOOS EN GOHELLE||2576||62||Commune||Commune / BP||0101-00
32||Commune de MARLE||4440||02||Commune||Commune / BP||0101-00
32||Commune de MERS-LES-BAINS||7558||80||Commune||Commune / BP||0101-00
32||Commune de MOGNEVILLE||6503||60||Commune||Commune / BP||0101-00
32||Commune de MONTATAIRE||6698||60||Commune||Commune / BP||0101-00
32||Commune de MONTIGNY EN GOHELLE||2490||62||Commune||Commune / BP||0101-00
32||Commune de MOUY||6552||60||Commune||Commune / BP||0101-00
32||Commune de NAUROY||4916||02||Commune||Commune / BP||0101-00
32||Commune de Nedonchel||2053||62||Commune||Commune / BP||0101-00
32||Commune de NOYALES||4995||02||Commune||Commune / BP||0101-00
32||Commune de PASSY-SUR-MARNE||4798||02||Commune||Commune / BP||0101-00
32||Commune de PORCHEUX||5615||60||Commune||Commune / BP||0101-00
32||Commune de QUESMY||6182||60||Commune||Commune / BP||0101-00
32||Commune de RESSONS-LE-LONG||5436||02||Commune||Commune / BP||0101-00
32||Commune de RIBEAUCOURT||6998||80||Commune||Commune / BP||0101-00
32||Commune de SAINT-ANDRE-LEZ-LILLE||352||59||Commune||Commune / BP||0101-00
32||Commune de SAINT-LEU-D'ESSERENT||6631||60||Commune||Commune / BP||0101-00
32||Commune de SAINT-QUENTIN||5161||02||Commune||Commune / BP||0101-00
32||Commune de SOMMEREUX||5910||60||Commune||Commune / BP||0101-00
32||Commune de TOURCOING||435||59||Commune||Commune / BP||0101-00
32||Commune de VASSENS||4124||02||Commune||Commune / BP||0101-00
32||Commune de Villers au Flos||1655||62||Commune||Commune / BP||0101-00
32||commune de VIMY||2322||62||Commune||Commune / BP||0101-00
32||Commune de WATIGNY||4341||02||Commune||Commune / BP||0101-00
32||Commune d'ELINCOURT-SAINTE-MARGUERITE||6347||60||Commune||Commune / BP||0101-00
32||Commune d'ESCAUDOEUVRES||871||59||Commune||Commune / BP||0101-00
32||Commune d'HALLUIN||145||59||Commune||Commune / BP||0101-00
32||Commune d'HAUBOURDIN||159||59||Commune||Commune / BP||0101-00
32||Commune d'HAUTMONT||600||59||Commune||Commune / BP||0101-00
32||Commune d'HENIN BEAUMONT||2493||62||Commune||Commune / BP||0101-00
32||Commune d'ORRY-LA-VILLE||6658||60||Commune||Commune / BP||0101-00
32||Commune d'OSTEL||5402||02||Commune||Commune / BP||0101-00
32||CONSTRUCTION ET EXPLOITATION D'UN ESPACE NAUTIQUE INTERCOMMUNAL A CAUDRY||3981||59||Et. pub. local et BA des Collectiv. territoriales et des EPL||Autre syndicat mixte (L5721.1s CGCT)||0421-40
32||CTE DE CNES DES HAUTS DE FLANDRE||10279||59||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||CTE DE CNES GUIDE PAYS TRELON||756||59||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
32||DEPARTEMENT DE LA SOMME||7535||80||Département||Département / BP||0201-00
32||DEPARTEMENT DE L'OISE||6071||60||Département||Département / BP||0201-00
32||DEPARTEMENT DU NORD ||469||59||Département||Département / BP||0201-00
32||ECQUES||3035||62||Commune||Commune / BP||0101-00
32||EHPAD LES JARDINS ARGENTES (MAISON DE RETRAITE) DE ANNOEULLIN||17||59||Et. sanit. et sociaux et ESMS-BP et BA||Maison de Retraite (Budget général)||0530-00
32||EHPAD (MAISON DE RETRAITE) DE SEBONCOURT||4942||02||Et. sanit. et sociaux et ESMS-BP et BA||Maison de Retraite (Budget général)||0530-00
32||ESQUERDES||2972||62||Commune||Commune / BP||0101-00
32||ESTRUN||874||59||Commune||Commune / BP||0101-00
32||FAUMONT||1080||59||Commune||Commune / BP||0101-00
32||FRESSIES||929||59||Commune||Commune / BP||0101-00
32||GIVENCHY-EN-GOHELLE||2320||62||Commune||Commune / BP||0101-00
32||GOUZEAUCOURT||854||59||Commune||Commune / BP||0101-00
32||HELFAUT||2913||62||Commune||Commune / BP||0101-00
32||INCHY EN ARTOIS||1828||62||Commune||Commune / BP||0101-00
32||LATTRE SAINT QUENTIN||1609||0||Commune||Commune / BP||0101-00
32||LAVERSINES||10126||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
32||LOMME (cne associée à la cne de LILLE)||249||59||Commune||Commune / BP||0101-00
32||LYCEE DE L'EUROPE à DUNKERQUE||3086||59||Et. pub. local d'enseignement||Lycée||1320-00
32||LYCEE TECHNIQUE BAGGIO LILLE||3113||59||Et. pub. local d'enseignement||Lycée||1320-00
32||MAISON DE LA CULTURE D'AMIENS ||8492||80||Etablissement public de coopération culturelle||Etablissement public à caractère industriel et commercial||2500-00
32||MATRINGHEM||1979||62||Commune||Commune / BP||0101-00
32||MAZINGHIEN||803||59||Commune||Commune / BP||0101-00
32||MONTCAVREL||2166||62||Commune||Commune / BP||0101-00
32||NOYELLES SUR ESCAUT||934||59||Commune||Commune / BP||0101-00
32||OFFICE DU TOURISME DE RIEULAY||8919||59||Et. pub. Industriel et Commercial||Office de tourisme||0710-00
32||REGIE DEPARTEMENTALE DES TRANSPORTS DE L'AISNE||5167||02||Et. pub. local et BA des Collectiv. territoriales et des EPL||Régie personnalisée et autre||0433-10
32||REGION HAUTS-DE-FRANCE||464||59||Région||Région / BP||0301-00
32||REGION PICARDIE||7532||80||Région||Région / BP||0301-00
32||RPC DES CNES FROISSY, NOIREMONT et STE EUSOYE (Le Moustier)||9419||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SAINTE AUSTREBERTHE||2030||0||Commune||Commune / BP||0101-00
32||SAVY BERLETTE||1543||62||Commune||Commune / BP||0101-00
32||SI ALIMENTATION EAU LESBOEUFS ET MORVAL||3893||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
32||SI ARRONDISST VALORISATION ELIMINATION DECHETS SIAVED||1379||59||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SI DEVEL COMMUNICATION LIEVINOIS (SILDEC)||2596||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SI EAU VALLEE DE BLEQUIN A NIELLES LES BLEQUIN||3013||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SI INTERHOSPITALIER d'INFORMATIQUE HOSPITALIERE-devenu GIP e-SIS 59/62 au 1/1/2015||3862||59||Et. sanit. et sociaux et ESMS-BP et BA||Syndicats Interhospitaliers et autres (Budget Principal)||0506-00
32||SI TRANSPORTS URBAINS REGION VALENCIENNES-SITURV (ex SITURVAL)||1516||59||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
32||S.I.A.E.P. DE CHATELET||4455||02||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||S.I.A.E.P. DE LA REGION de BEAURIEUX||4651||02||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||S.I.R.S CERNOY-CUIGNIERES-ERQUINVILLERS-NOROY||8343||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||S.I.R.S THEL VEXIN||5757||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||S.I.T.E.U.B.E DE BAZINCOURT-ERAGNY||8371||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SIVOM COMMUNAUTE DU BETHUNOIS||2410||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
32||SM DE LA REGION DE BAPAUME||1681||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
32||SM DES TRANSPORTS ARTOIS GOHELLE (SMT)||3866||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
32||SM EAUX REGION BOISDINGHEM||3016||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SM EXPLOITATION STADE COUVERT REGIONAL||2595||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
32||SM NORD-PAS-de-CALAIS NUMERIQUE-LA FIBRE NUMERIQUE 59/62||9265||59||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
32||SM OISE TRES HAUT DEBIT BEAUVAIS||9360||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Autre syndicat mixte (L5721.1s CGCT)||0421-40
32||SM POLE METROPOLITAIN COTE D'OPALE (ancien SM COTE D'OPALE-SMCO)||1228||59||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
32||SOLRE LE CHATEAU||739||59||Commune||Commune / BP||0101-00
32||SYND. SCOL. DE FOURNIVAL, ST REMY ET VALESCOURT||6404||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SYND. SCOL. DE GANNES-QUINCAMPOIX||5595||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SYNDICAT DES EAUX DE JOUY-SOUS-THELLE||5627||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat intercommunal d'adduction d'eau potable||0421-30
32||SYNDICAT INTERCOMMUNAL D'ADDUCTION D'EAU POTABLE DE LA REGION DE SINCENY||4693||02||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat intercommunal d'adduction d'eau potable||0421-30
32||SYNDICAT INTERCOMMUNAL DE SOINS INFIRMIERS DU SUD AMIENOIS (SISA)||6878||80||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SYNDICAT INTERCOMMUNAL D'ELECTRIFICATION RURALE DE LA REGION SUD D'AMIENS||6880||80||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SYNDICAT INTERCOMMUNAL DES EAUX (SIAEP) D'HERMES ET ENVIRONS||5997||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||Syndicat intercommunal des écoles d'Acq et Mont Saint Eloi à Acq||3800||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
32||SYNDICAT MIXTE ARTOIS VALORISATION D'ARRAS (SMAV)||3830||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
32||SYNDICAT MIXTE D'ELIMINATION ET DE VALORISATION DES DECHETS MENAGERS DU CALAISIS A CALAIS (SEVADEC)||3791||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
32||SYNDICAT MIXTE DU NORD-OUEST PICARD||8372||60||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
32||SYNDICAT MIXTE ELIMINATION VALORISATION DECHET COMMUNAUTE AGGLO DOUAISIS HENIN-CARVIN ET COMMUNAUTE COMMUNES OSARTIS (SYMEVAD)||3901||62||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
32||TROISVILLES||829||59||Commune||Commune / BP||0101-00
32||ZUDAUSQUES||3012||62||Commune||Commune / BP||0101-00
33||ASSOC LA MANCHE OUEST NORMANDIE GRAND DEPART TOUR DE FRANCE 2016||8855||50||Association loi de 1901||Association||1210-00
33||CCAS DE BERNAY||362||27||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
33||CCAS de ROUEN||239||76||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
33||CCAS D'ESPINS||8675||14||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
33||CDE ST ETIENNE DU ROUVRAY||186||76||Et. pub. local et BA des Collectiv. territoriales et des EPL||Caisse des Ecoles||0432-00
33||CENTRE HOSPITALIER DE LA RISLE A PONT AUDEMER||315||27||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
33||CENTRE HOSPITALIER DE L'AIGLE||3098||61||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
33||CIAS DU VAL DE SEE||7856||50||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre intercommunal d'action sanitaire et sociale||0431-20
33||COMMUNAUTE D'AGGLOMERATION DE CAEN LA MER (créée au 1/1/2013)||7116||14||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
33||COMMUNAUTE DE COMMUNES DE CERISY LA SALLE||4171||50||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNAUTE DE COMMUNES DE PONT AUDEMER||1177||27||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNAUTE DE COMMUNES DE SAINT-SAENS-PORTE DE BRAY||1124||76||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNAUTE DE COMMUNES DES SOURCES DE L'ORNE||6895||61||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNAUTE DE COMMUNES DES TROIS RIVIERES||4222||14||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNAUTE DE COMMUNES DU CANTON CRIQUETOT L'ESNEVAL||1120||76||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNAUTE DE COMMUNES DU CANTON DE FORGES LES EAUX||1104||76||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNAUTE DE COMMUNES DU PAYS DE LONGNY AU PERCHE||4134||61||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNAUTE DE COMMUNES DU VAL ES DUNES||4218||14||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNAUTE DE COMMUNES ENTRE BOIS ET MARAIS||4219||14||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNAUTE DE COMMUNES ENTRE THUE ET MUE||4232||14||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
33||COMMUNE D'AVRANCHES||5369||50||Commune||Commune / BP||0101-00
33||COMMUNE DE BARNEVILLE CARTERET||5363||50||Commune||Commune / BP||0101-00
33||Commune de BERNAY||2562||27||Commune||Commune / BP||0101-00
33||Commune de CAILLY||1792||76||Commune||Commune / BP||0101-00
33||Commune de CINTRAY||2461||27||Commune||Commune / BP||0101-00
33||COMMUNE DE COLOMBIERES||5943||14||Commune||Commune / BP||0101-00
33||COMMUNE DE COLONARD CORUBERT||4679||61||Commune||Commune / BP||0101-00
33||Commune de COMPAINVILLE||1759||76||Commune||Commune / BP||0101-00
33||COMMUNE DE DAMIGNY||4651||61||Commune||Commune / BP||0101-00
33||Commune de DIEPPE||1727||76||Commune||Commune / BP||0101-00
33||COMMUNE DE DIVES SUR MER||5887||14||Commune||Commune / BP||0101-00
33||COMMUNE DE DONNAY||5886||14||Commune||Commune / BP||0101-00
33||Commune de GASNY||2345||27||Commune||Commune / BP||0101-00
33||Commune de GISORS||2340||27||Commune||Commune / BP||0101-00
33||COMMUNE DE GOUVILLE SUR MER||5192||50||Commune||Commune / BP||0101-00
33||Commune de JUMIEGES||1566||76||Commune||Commune / BP||0101-00
33||Commune de LA BELLIERE||1868||76||Commune||Commune / BP||0101-00
33||COMMUNE DE LA FERTE MACE||4626||61||Commune||Commune / BP||0101-00
33||COMMUNE DE LA ROCHE MABILE||4448||61||Commune||Commune / BP||0101-00
33||COMMUNE DE L'AIGLE||4580||61||Commune||Commune / BP||0101-00
33||Commune de LE THIL EN VEXIN||2009||27||Commune||Commune / BP||0101-00
33||Commune de LERY||2264||27||Commune||Commune / BP||0101-00
